0,1,1031,0,3314,0,561,1,155,1,0,0,1440,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,0,0,703,10,16,0,0,0,0,0,0,0,8,0,18,0,0,0,18,0,7,0,0,0,0,0,5576,0,312,0,295,0,27,0,7,0,664,1,1659,1,6,1,142,0,60,0,0,0,13,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,8,0,4,0,2,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,5,0,2,0,0,0,0,0
1,0,0,3332,0,2311,0,914,0,126,0,0,1,2670,0,1056,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,0,0,25,365,14,42,0,5,0,0,0,1,9,7,6,30,0,0,1,20,0,6,0,0,0,0,3,4766,1,275,0,135,0,175,0,13,11,652,0,636,0,25,0,410,1,121,0,0,0,22,0,14,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,15,0,6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,25,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1031,0,0,19,4510,13,41,0,210,1,318,1,3,0,3633,0,21,1,3527,7,462,1,37,0,81,1,73,1,58,2,2,0,180,3,0,0,568,8,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,92,0,9,0,9,0,3,0,0,0,126,0,1074,0,14,1,56,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,285,25,137,88,12,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3332,19,0,23,5908,0,103,4,232,12,143,0,37,0,3685,3,12,8,2601,4,291,3,74,2,129,1,694,0,23,1,2,3,248,0,0,6,1071,1,5,0,3,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,73,0,21,0,3,0,4,0,0,0,91,0,583,2,37,0,94,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,80,13,558,65,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3314,0,4510,23,0,14,345,0,2928,0,1139,1,26,0,259,0,37,2,165,2,99,1,53,1,87,0,88,1,98,2,143,0,892,3,0,0,180,17,3,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,200,0,14,0,20,0,1,0,1,0,82,0,185,0,20,1,173,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,1,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,109,8,179,40,65,138,9,0,0,0,0,0,0,0,2,0,0,0,0,0
0,2311,13,5908,14,0,0,1120,7,2890,10,880,0,158,0,919,2,11,3,491,3,149,1,92,0,97,1,1222,4,109,0,90,4,1131,0,0,10,671,6,8,0,5,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,128,0,20,0,2,1,12,1,2,1,67,0,74,4,182,1,394,0,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,6,133,101,285,0,3,0,0,0,0,0,4,0,0,0,0,0,0
561,0,41,0,345,0,0,1,1462,0,0,0,2225,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,274,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,113,0,17,0,7,0,0,0,1,0,70,0,55,1,0,0,34,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,914,0,103,0,1120,1,0,0,1352,0,58,0,1855,0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1510,0,0,7,189,3,10,0,6,0,0,0,3,1,0,2,11,0,0,0,7,0,2,0,0,0,1,1,150,0,17,0,7,0,4,0,0,4,165,0,30,0,64,0,318,0,78,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0
155,0,210,4,2928,7,1462,0,0,1,1359,0,49,0,79,0,0,0,10,2,6,0,6,0,26,0,6,1,73,1,8,0,1889,2,0,0,106,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,3,0,0,0,0,0,9,0,21,0,3,0,173,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,14,7,17,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,126,1,232,0,2890,0,1352,1,0,2,892,0,121,0,99,0,0,0,50,0,6,1,11,0,2,0,24,0,36,0,3,1,2386,0,0,4,191,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,0,0,1,1,0,0,0,23,0,10,0,216,1,233,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,29,55,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,318,12,1139,10,0,0,1359,2,0,0,0,0,0,0,7,2,43,4,54,1,17,1,94,0,102,1,701,1,289,0,404,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,80,15,30,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,143,1,880,0,58,0,892,0,0,0,0,0,1,0,8,0,99,0,63,0,36,0,43,0,312,0,1205,0,518,0,385,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,32,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1440,1,3,0,26,0,2225,0,49,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1,0,0,66,3,53,1,0,0,0,0,0,0,23,0,32,1,3,0,30,0,7,0,0,0,2,0,3172,1,23,0,280,0,563,6,22,0,28,3,1,0,1,0,56,4,64,0,0,0,56,0,183,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
